Subfamily;Tribe;Genus;Species;FWL;FWW;HWL;HWW;TL;TW;AL;AW;BL;FA;AR;FHR;WTR;Obs;Source;Subspecies
Satyrinae;Satyrini;Caeruleuptychia;Caeruleuptychia_helena;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Capronnieria;Capronnieria_abretia;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Caeruleuptychia;Caeruleuptychia_coelestis;2.21;1.45;1.69;1.54;0.41;0.24;0.65;0.19;0.107;3.205;3.0483;1.308;206.813;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_phronius;1.81;1.16;1.62;1.33;0.41;0.3;0.66;0.1;0.109;2.1;3.1207;1.117;88.783;;LABOR;
Satyrinae;Satyrini;Erichthodes;Erichthodes_antonina;2.26;1.54;1.75;1.56;0.46;0.26;0.79;0.11;0.13;3.48;2.9351;1.291;164.253;;LABOR;
Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;2.29;1.28;1.85;1.54;0.47;0.2;0.94;0.11;0.143;2.931;3.5781;1.238;278.941;;LABOR;
Biblidinae;Callicorini;Callicore;Callicore_sorana;3.01;1.82;2.43;1.96;0.72;0.4;0.79;0.28;0.156;5.478;3.3077;1.239;78.647;;LABOR;
Satyrinae;Satyrini;Pseudodebis;Pseudodebis_celia;3.25;2.11;2.96;2.42;0.61;0.39;1.35;0.16;0.199;6.858;3.0806;1.098;113.843;;LABOR;
Charaxinae;Anaeini;Memphis;Memphis_eurypyle;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Charaxinae;Anaeini;Memphis;Memphis_morvus;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_giffordi;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_wahlbergi;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_brixius;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_melobosis;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_pharnaces;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Prenda;Prenda_clarissa;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Charaxinae;Preponini;Prepona;Prepona_pseudomphale;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Taygetina;Taygetina_oreba;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_disaffecta;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_gabriela;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_nareta;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Charaxinae;Anaeini;Zaretis;Zaretis_falcis;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Charaxinae;Anaeini;Zaretis;Zaretis_itylus;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Euptychia;Euptychia_westwoodi;1.47;0.93;1.16;0.99;0.25;0.14;0.34;0.06;0.62;1.367;3.1613;1.267;441;;LABOR;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_phares;1.47;0.86;1.14;1.03;0.25;0.12;0.4;0.05;0.64;1.264;3.4186;1.289;600.25;Macho;BoA;
Satyrinae;Satyrini;Euptychia;Euptychia_westwoodi;1.44;0.92;1.14;0.96;0.22;0.14;0.51;0.08;0.75;1.325;3.1304;1.263;480.891;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_palladia;1.59;1.05;1.21;1.17;0.31;0.18;0.49;0.11;0.79;1.67;3.0286;1.314;251.703;Fêmea;BoA;
Satyrinae;Satyrini;Cissia;Cissia_palladia;1.64;1.06;1.24;1.19;0.32;0.19;0.48;0.1;0.79;1.738;3.0943;1.323;232.825;Fêmea;BoA;
Satyrinae;Satyrini;Cissia;Cissia_palladia;1.56;1.03;1.16;1.13;0.31;0.22;0.49;0.11;0.8;1.607;3.0291;1.345;162.197;Fêmea;BoA;
Satyrinae;Satyrini;Cepheuptychia;Cepheuptychia_cephus;1.86;1.18;1.53;1.31;0.32;0.2;0.52;0.1;0.85;2.195;3.1525;1.216;270.281;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_atalanta;1.67;0.99;1.28;1.16;0.34;0.24;0.55;0.18;0.9;1.653;3.3737;1.305;142.407;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_zeredatha;1.71;1.04;1.37;1.16;0.38;0.2;0.51;0.06;0.9;1.778;3.2885;1.248;192.375;Fêmea;BoA;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_innocentia;1.65;1.07;1.25;1.14;0.3;0.16;0.62;0.08;0.91;1.766;3.0841;1.32;354.492;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_numeria;1.69;1.11;1.39;1.19;0.34;NA;0.62;0.1;0.91;1.876;3.045;1.216;NA;Macho;BoA;
Satyrinae;Satyrini;Cepheuptychia;Cepheuptychia_angelica;2.1;1.33;1.63;1.37;0.34;0.24;0.49;0.12;0.91;2.793;3.1579;1.288;225.184;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_pervagata;1.57;0.93;1.22;1.03;0.29;0.21;0.62;0.08;0.93;1.46;3.3763;1.287;192.736;;LABOR;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_pharnabazos;1.79;1.12;1.32;1.28;0.33;0.21;0.58;0.1;0.93;2.005;3.1964;1.356;220.168;Sexo não identificado;BoA;
Satyrinae;Satyrini;Stegosatyrus;Stegosatyrus_ocelloides;1.59;0.97;1.26;1.1;0.4;0.24;0.54;0.1;0.94;1.542;3.2784;1.262;109.727;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_viviana;1.69;0.96;1.31;1.13;0.41;0.24;0.55;0.11;0.94;1.622;3.5208;1.29;120.939;Macho;BoA;
Satyrinae;Satyrini;Caeruleuptychia;Caeruleuptychia_penicillata;1.74;1.08;1.29;1.23;0.36;0.23;0.57;0.11;0.94;1.879;3.2222;1.349;158.979;Macho;BoA;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_cosmophila;1.96;1.12;1.46;1.24;0.36;0.22;0.61;0.16;0.94;2.195;3.5;1.342;220.478;Sexo não identificado;BoA;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_hygina;2.06;1.23;1.63;1.31;0.36;0.18;0.54;0.08;0.94;2.534;3.3496;1.264;363.82;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_terrestris;1.86;1.15;1.44;1.25;0.34;0.21;0.56;0.09;0.95;2.139;3.2348;1.292;230.732;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_affinis;1.87;1.24;1.5;1.37;0.38;0.21;0.59;0.11;0.95;2.319;3.0161;1.247;208.67;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_affinis;1.93;1.31;1.57;1.4;0.34;0.2;0.62;0.15;0.95;2.528;2.9466;1.229;273.89;;LABOR;
Satyrinae;Satyrini;Stegosatyrus;Stegosatyrus_ocelloides;1.58;1.03;1.3;1.09;0.39;0.25;0.57;0.09;0.96;1.627;3.068;1.215;102.416;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_libitina;1.7;1.02;1.31;1.15;0.34;0.22;0.59;0.06;0.96;1.734;3.3333;1.298;175.62;;LABOR;
Satyrinae;Satyrini;Godartiana;Godartiana_byses;2.21;1.36;1.72;1.49;0.37;0.24;0.61;NA;0.96;3.006;3.25;1.285;229.171;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_gisella;1.51;0.9;1.1;1.05;0.37;0.19;0.64;0.08;0.97;1.359;3.3556;1.373;170.704;;LABOR;
Satyrinae;Satyrini;Pampasatyrus;Pampasatyrus_reticulata;1.43;0.97;1.2;0.95;0.25;0.22;0.65;0.09;0.97;1.387;2.9485;1.192;169;;LABOR;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_phares;1.54;0.92;1.17;;0.33;0.18;0.66;0.06;0.97;1.417;3.3478;1.316;221.811;Macho;BoA;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_affinis;1.81;1.2;1.44;1.34;0.39;0.19;0.56;0.1;0.97;2.172;3.0167;1.257;232.694;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_doxes;2.05;1.24;1.63;1.36;0.38;0.2;0.56;0.06;0.97;2.542;3.3065;1.258;276.48;;LABOR;
Satyrinae;Satyrini;Haywardella;Haywardella_edmondsii;2;1.26;1.51;1.29;0.41;0.2;0.57;0.12;0.98;2.52;3.1746;1.325;243.902;Sexo não identificado;BoA;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_gisella;1.64;1.02;1.29;1.11;0.31;0.22;0.71;0.1;0.99;1.673;3.2157;1.271;179.259;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_ambra;1.77;1.08;1.35;1.21;0.35;0.2;0.64;0.06;1;1.912;3.2778;1.311;223.779;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;1.76;1.13;1.44;1.24;0.32;0.23;0.66;0.1;1;1.989;3.115;1.222;182.987;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_terrestris;1.81;1.15;1.46;1.27;0.39;0.23;0.58;0.07;1;2.082;3.1478;1.24;158.795;;LABOR;
Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;1.94;1.19;1.59;1.3;0.37;0.21;0.62;0.06;1;2.309;3.2605;1.22;230.655;;LABOR;
Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;2.1;1.21;1.63;1.29;0.39;0.17;0.59;0.1;1.01;2.541;3.4711;1.288;391.27;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_libitina;1.73;1.02;1.29;1.17;0.28;0.2;0.73;0.1;1.02;1.765;3.3922;1.341;267.223;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_atalanta;1.69;1.09;1.36;1.24;0.36;0.19;0.62;0.1;1.02;1.842;3.1009;1.243;219.768;;LABOR;
Satyrinae;Satyrini;Magneuptychia;Magneuptychia_pallema;2.12;1.33;1.53;1.47;0.4;0.18;0.61;0.12;1.02;2.82;3.188;1.386;346.79;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_pervagata;1.66;1;1.24;1.14;0.34;0.23;0.6;0.08;1.03;1.66;3.32;1.339;153.208;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_paeon;1.76;1.12;1.5;1.35;0.35;0.27;0.7;0.11;1.03;1.971;3.1429;1.173;121.403;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_latia;2.09;1.23;1.66;1.27;0.38;0.23;0.65;0.15;1.03;2.571;3.3984;1.259;217.297;Fêmea;BoA;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_libitina;1.75;1.01;1.34;1.16;0.39;0.18;0.6;0.16;1.04;1.768;3.4653;1.306;242.363;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_phronius;1.78;1.13;1.51;1.29;0.43;0.27;0.55;0.08;1.04;2.011;3.1504;1.179;101.075;;LABOR;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_innocentia;1.74;1.21;1.35;1.23;0.31;0.18;0.65;0.11;1.04;2.105;2.876;1.289;301.434;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_celmis;1.9;1.21;1.48;1.33;0.37;0.2;0.69;0.11;1.04;2.299;3.1405;1.284;243.919;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_pervagata;1.64;1.05;1.34;1.16;0.36;0.27;0.63;0.11;1.05;1.722;3.1238;1.224;102.484;;LABOR;
Satyrinae;Satyrini;Pampasatyrus;Pampasatyrus_reticulata;1.63;1.14;1.4;1.17;0.3;0.18;0.74;0.09;1.05;1.858;2.8596;1.164;273.344;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;1.72;1.11;1.42;1.24;0.39;0.21;0.63;0.12;1.05;1.909;3.0991;1.211;172.01;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;1.75;1.1;1.37;1.25;0.33;0.23;0.73;0.1;1.06;1.925;3.1818;1.277;175.431;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_phronius;2.06;1.3;1.71;1.43;0.4;0.24;0.71;0.12;1.06;2.678;3.1692;1.205;184.184;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;1.67;1.02;1.34;1.18;0.36;0.21;0.65;0.1;1.07;1.703;3.2745;1.246;175.668;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_atalanta;1.68;1.07;1.28;1.19;0.35;0.23;0.68;0.09;1.07;1.798;3.1402;1.313;152.439;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_gisella;1.76;1.06;1.31;1.25;0.36;0.19;0.7;0.12;1.07;1.866;3.3208;1.344;238.35;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;1.78;1.09;1.41;1.25;1.35;0.19;0.68;0.07;1.07;1.94;3.2661;1.262;65.013;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_penelope;1.79;1.13;1.51;1.39;0.41;0.24;0.67;0.12;1.07;2.023;3.1681;1.185;135.675;Sexo não identificado;BoA;
Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;1.88;1.21;1.5;1.3;0.39;0.21;0.69;0.06;1.07;2.275;3.1074;1.253;205.5;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_itapeva;1.72;0.99;1.29;1.12;0.32;0.22;0.64;0.09;1.08;1.703;3.4747;1.333;191.012;;LABOR;
Satyrinae;Satyrini;Euptychoides;Euptychoides_castrensis;1.94;1.21;1.62;1.43;0.34;0.29;0.71;0.09;1.08;2.347;3.2066;1.198;131.622;;LABOR;
Satyrinae;Satyrini;Erichthodes ;Erichthodes_narapa;1.98;1.21;1.63;1.25;0.38;0.14;0.65;0.09;1.08;2.396;3.2727;1.215;526.369;;VOUCHER;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_maimoune;1.87;1.15;1.36;1.34;0.4;0.22;0.69;0.07;1.09;2.151;3.2522;1.375;180.625;Sexo não identificado;BoA;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_maimoune;1.89;1.15;1.39;1.32;0.41;0.14;0.69;0.07;1.09;2.174;3.287;1.36;444.512;Macho;BoA;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;1.98;1.28;1.59;1.42;0.39;0.26;0.67;0.11;1.09;2.534;3.0938;1.245;148.703;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_montana;1.59;1.08;1.3;1.12;0.37;0.25;0.66;0.06;1.1;1.717;2.9444;1.223;109.323;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_eous;1.96;1.17;0.158;1.31;0.39;0.2;0.72;0.06;1.1;2.293;3.3504;12.405;246.256;;VOUCHER;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_grimon;2.07;1.31;1.62;1.42;0.4;0.21;0.68;0.13;1.1;2.712;3.1603;1.278;242.908;;LABOR;
Satyrinae;Satyrini;Stegosatyrus;Stegosatyrus_ocelloides;1.54;1.05;1.26;1.1;0.39;0.22;0.68;0.09;1.11;1.617;2.9333;1.222;125.641;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;1.67;1.01;1.27;1.21;0.37;0.18;0.73;0.11;1.11;1.687;3.3069;1.315;232.641;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_eous;1.94;1.09;1.52;1.29;0.43;0.17;0.58;0.1;1.11;2.115;3.5596;1.276;302.857;;VOUCHER;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_ordinaria;2;1.19;0.61;1.4;0.36;0.18;0.73;0.11;1.11;2.38;3.3613;3.279;342.936;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_umuarama;1.98;1.22;1.59;1.36;0.49;0.33;0.66;0.15;1.11;2.416;3.2459;1.245;73.469;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_yphthima;2.01;1.25;1.53;NA;0.4;NA;0.74;0.13;1.11;2.513;3.216;1.314;NA;Macho;BoA;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_yphthima;2.01;1.25;1.53;NA;0.4;NA;0.74;0.13;1.11;2.513;3.216;1.314;NA;Macho;BoA;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;1.74;1.07;1.35;1.27;0.34;0.26;0.79;0.1;1.12;1.862;3.2523;1.289;131.726;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_terrestris;1.8;1.09;1.42;1.22;0.35;0.29;0.78;0.1;1.12;1.962;3.3028;1.268;110.073;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_paeon;1.8;1.19;1.53;1.41;0.43;0.28;0.59;0.1;1.12;2.142;3.0252;1.176;96.108;;LABOR;
Satyrinae;Satyrini;Atlanteuptychia;Atlanteuptychia_ernestina;1.97;1.12;1.69;1.31;0.42;0.29;0.67;0.07;1.12;2.206;3.5179;1.166;109.872;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_ochracea;1.95;1.2;1.6;1.39;0.36;0.19;0.74;0.12;1.12;2.34;3.25;1.219;292.59;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_pacta;1.91;1.25;1.56;1.45;0.38;0.24;0.72;0.14;1.12;2.388;3.056;1.224;166.671;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_pacta;1.9;1.28;1.53;1.38;0.38;0.2;0.78;0.11;1.12;2.432;2.9688;1.242;237.5;;LABOR;
Satyrinae;Satyrini;Taygetis;Taygetis_cleopatra;3.51;2.22;2.97;2.45;0.72;0.46;1.36;0.18;1.12;7.792;3.1622;1.182;80.866;;LABOR;
Biblidinae;Biblidini;Mestra;Mestra_dorcas;1.58;0.94;1.33;0.94;NA;NA;NA;0.07;1.13;1.485;3.3617;1.188;NA;Sexo não identificado;BoA;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;1.73;1.07;0.133;1.21;0.41;0.3;0.73;0.11;1.13;1.851;3.2336;13.008;81.108;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_ambra;1.81;1.1;1.45;1.31;0.35;0.23;0.73;0.07;1.13;1.991;3.2909;1.248;176.943;;LABOR;
Satyrinae;Satyrini;Cissia;Cissia_eous;1.87;1.13;1.53;1.3;0.38;0.13;0.67;0.08;1.13;2.113;3.3097;1.222;544.519;;VOUCHER;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_celmis;1.9;1.23;1.49;1.38;0.37;0.22;0.73;0.1;1.13;2.337;3.0894;1.275;201.586;;LABOR;
Satyrinae;Satyrini;Cepheuptychia;Cepheuptychia_cephus;2.44;1.56;1.83;1.61;0.44;0.3;0.7;0.15;1.13;3.806;3.1282;1.333;150.343;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;1.79;1.09;1.41;1.27;0.34;0.23;0.76;0.1;1.14;1.951;3.2844;1.27;178.144;;LABOR;
Satyrinae;Satyrini;Amiga;Amiga_arnaca;1.94;1.1;1.56;1.24;0.21;0.42;0.74;0.09;1.14;2.134;3.5273;1.244;101.598;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_paeon;1.89;1.22;1.58;1.47;0.42;0.31;0.75;0.09;1.14;2.306;3.0984;1.196;88.502;;LABOR;
Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;2.13;1.2;1.72;1.44;0.37;0.2;0.74;0.1;1.14;2.556;3.55;1.238;306.547;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_doxes;2.19;1.3;1.72;1.47;0.42;0.26;0.68;0.05;1.14;2.847;3.3692;1.273;168.924;;LABOR;
Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;2.18;1.46;1.77;1.54;0.43;0.23;0.72;0.1;1.14;3.183;2.9863;1.232;208.924;;LABOR;
Satyrinae;Satyrini;Pampasatyrus;Pampasatyrus_quies;2.17;1.48;NA;NA;0.5;0.23;0.67;0.14;1.14;3.212;2.9324;NA;178.03;Macho;BoA;
Satyrinae;Satyrini;Erichthodes;Erichthodes_antonina;2.26;1.59;1.77;1.61;0.48;0.23;0.71;0.11;1.14;3.593;2.8428;1.277;201.15;;LABOR;
Satyrinae;Satyrini;Atlanteuptychia;Atlanteuptychia_ernestina;1.95;1.17;1.69;1.33;0.39;0.23;0.77;0.09;1.15;2.282;3.3333;1.154;184.31;;LABOR;
Biblidinae;Epiphilini;Nica;Nica_flavilla;2.01;1.34;1.61;1.45;0.53;0.29;0.61;0.12;1.15;2.693;3;1.248;90.64;;LABOR;
Satyrinae;Satyrini;Moneuptychia;Moneuptychia_melchiades;2.15;1.38;1.73;1.56;0.39;0.24;0.76;0.18;1.15;2.967;3.1159;1.243;205.774;Fêmea;BoA;
Satyrinae;Satyrini;Erichthodes;Erichthodes_antonina;2.28;1.57;1.77;1.58;0.42;0.26;0.79;0.11;1.15;3.58;2.9045;1.288;183.094;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_ochracea;1.9;1.27;1.52;1.45;0.42;0.2;0.83;0.1;1.16;2.413;2.9921;1.25;214.881;;LABOR;
Biblidinae;Catonephelini;Ectima;Ectima_thecla;2.1;1.3;1.51;1.48;0.45;0.23;0.67;0.12;1.16;2.73;3.2308;1.391;185.255;;LABOR;
Satyrinae;Satyrini;Magneuptychia;Magneuptychia_libye;2.18;1.38;1.71;1.6;0.38;0.22;0.76;0.1;1.16;3.008;3.1594;1.275;258.395;;LABOR;
Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_innocentia;1.78;1.2;1.42;1.27;0.34;0.21;0.74;0.07;1.17;2.136;2.9667;1.254;211.311;;LABOR;
Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;2.19;1.19;1.73;1.3;0.48;0.24;0.68;0.07;1.17;2.606;3.6807;1.266;173.47;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_angularis;2.05;1.31;1.66;1.38;0.45;0.29;0.73;0.13;1.17;2.686;3.1298;1.235;111.045;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_renata;1.96;1.17;1.49;1.36;0.38;0.2;0.82;0.09;1.18;2.293;3.3504;1.315;252.737;;LABOR;
Biblidinae;Epiphilini;Temenis;Temenis_laothoe;1.99;1.18;1.57;1.36;0.56;0.24;0.59;0.11;1.18;2.348;3.3729;1.268;122.771;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_renata;2.04;1.28;1.62;1.48;0.38;0.23;0.82;0.11;1.18;2.611;3.1875;1.259;207.024;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_angularis;2.14;1.3;1.88;1.44;0.44;0.28;0.73;0.16;1.18;2.782;3.2923;1.138;132.757;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_patricia;2.18;1.43;1.74;1.58;0.48;0.25;0.71;0.13;1.18;3.117;3.049;1.253;158.413;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_celmis;1.88;1.19;1.48;1.34;0.4;0.2;0.73;0.1;1.19;2.237;3.1597;1.27;220.9;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_umuarama;2.03;1.27;1.74;1.48;0.49;0.3;0.66;0.15;1.19;2.578;3.1969;1.167;93.444;;LABOR;
Satyrinae;Satyrini;Godartiana;Godartiana_byses;2.05;1.29;1.6;1.41;0.39;0.29;0.76;0.06;1.19;2.645;3.1783;1.281;128.129;;LABOR;
Satyrinae;Satyrini;Pareuptychia;Pareuptychia_summandosa;2.13;1.32;1.73;1.47;0.37;0.2;0.84;0.11;1.2;2.812;3.2273;1.231;306.547;Macho;BoA;
Satyrinae;Satyrini;Pampasatyrus;Pampasatyrus_glaucope;2.04;1.38;1.74;1.42;0.4;0.17;0.75;0.09;1.2;2.815;2.9565;1.172;360;;LABOR;
Charaxinae;Anaeini;Memphis;Memphis_hirta;2.623;1.881;2.098;1.945;0.617;0.211;0.602;0.269;1.209;4.934;2.7889;1.25;250.465;;Aline_Zeiss;
Satyrinae;Satyrini;Amiga;Amiga_arnaca;1.9;1.04;1.52;1.13;0.27;0.36;0.78;0.09;1.21;1.976;3.6538;1.25;103.166;;LABOR;
Biblidinae;Epiphilini;Temenis;Temenis_laothoe;1.88;1.15;1.5;1.31;0.5;0.25;0.7;0.11;1.21;2.162;3.2696;1.253;113.101;;LABOR;
Satyrinae;Satyrini;Carminda;Carminda_griseldis;1.94;1.21;1.59;1.38;0.44;0.34;0.78;0.1;1.21;2.347;3.2066;1.22;73.993;;LABOR;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_doxes;2.06;1.23;1.58;1.35;0.44;0.23;0.79;0.09;1.21;2.534;3.3496;1.304;182.317;;LABOR;
Satyrinae;Satyrini;Erichthodes ;Erichthodes_narapa;2;1.27;1.57;1.32;0.36;0.14;0.78;0.07;1.21;2.54;3.1496;1.274;566.893;;VOUCHER;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;2.06;1.35;1.64;1.5;0.42;0.24;0.82;0.08;1.21;2.781;3.0519;1.256;175.413;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_pacta;2.07;1.36;1.69;1.51;0.44;0.21;0.76;0.15;1.21;2.815;3.0441;1.225;220.826;;LABOR;
Biblidinae;Biblidini;Mestra;Mestra_dorcas;2.37;1.31;1.6;1.64;0.39;0.13;0.81;0.08;1.21;3.105;3.6183;1.481;852.208;;FMNH;
